State,Area,Map URL,Store Name,Rating,Review Count,Store Status
Johor,Kluang,https://www.google.com/maps/place/KFC+Kluang+1/data=!4m7!3m6!1s0x31d06db656106a2f:0x10aa679ede0eeeb5!8m2!3d2.0324557!4d103.3206725!16s%2Fg%2F1tq4nl_0!19sChIJL2oQVrZt0DERte4O3p5nqhA?authuser=0&hl=en&rclk=1,KFC Kluang 1,4.0,(862),Operating
Johor,Kluang,https://www.google.com/maps/place/KFC+SERI+IMPIAN+KLUANG+DT/data=!4m7!3m6!1s0x31d0712e49c1ef81:0x795a17f7af9679eb!8m2!3d1.9889241!4d103.3654363!16s%2Fg%2F11j3vwcsqf!19sChIJge_BSS5x0DER63mWr_cXWnk?authuser=0&hl=en&rclk=1,KFC SERI IMPIAN KLUANG DT,3.8,(561),Operating
Johor,Kluang,https://www.google.com/maps/place/KFC+Kluang+Mall+2/data=!4m7!3m6!1s0x31d06db1d88df135:0x5f8be81e783aadbe!8m2!3d2.0395033!4d103.3207452!16s%2Fg%2F1tdyswgg!19sChIJNfGN2LFt0DERvq06eB7oi18?authuser=0&hl=en&rclk=1,KFC Kluang Mall 2,4.0,(401),Operating
Johor,Kluang,https://www.google.com/maps/place/KFC+Kluang+2/data=!4m7!3m6!1s0x31d06c2f9b6ffe87:0x314ddab6b199de1f!8m2!3d2.0185086!4d103.3016834!16s%2Fg%2F1hc36xqy_!19sChIJh_5vmy9s0DERH96ZsbbaTTE?authuser=0&hl=en&rclk=1,KFC Kluang 2,3.9,(422),Operating
Johor,Kluang,https://www.google.com/maps/place/KFC+Kluang+Parade/data=!4m7!3m6!1s0x31d06db11827b787:0x3ee1dc94fc813813!8m2!3d2.0361051!4d103.3204158!16s%2Fg%2F1tx1qqgv!19sChIJh7cnGLFt0DEREziB_JTc4T4?authuser=0&hl=en&rclk=1,KFC Kluang Parade,4.3,(107),Operating
Johor,Kluang,https://www.google.com/maps/place/KFC+Shell+Simpang+Renggam+DT/data=!4m7!3m6!1s0x31d06301b3e8c88d:0x6f253f0cd5a511e8!8m2!3d1.8216914!4d103.3160294!16s%2Fg%2F11bxfct1fv!19sChIJjcjoswFj0DER6BGl1Qw_JW8?authuser=0&hl=en&rclk=1,KFC Shell Simpang Renggam DT,4.1,(826),Operating
Johor,Kluang,https://www.google.com/maps/place/KFC+Versis+Kluang/data=!4m7!3m6!1s0x31d06de4f8d5cae5:0x64afef1df9829148!8m2!3d2.0385448!4d103.3221883!16s%2Fg%2F11j3190j89!19sChIJ5crV-ORt0DERSJGC-R3vr2Q?authuser=0&hl=en&rclk=1,KFC Versis Kluang,3.8,(83),Temporarily Closed
Johor,Sembrong,https://www.google.com/maps/place/KFC+SERI+IMPIAN+KLUANG+DT/data=!4m7!3m6!1s0x31d0712e49c1ef81:0x795a17f7af9679eb!8m2!3d1.9889241!4d103.3654363!16s%2Fg%2F11j3vwcsqf!19sChIJge_BSS5x0DER63mWr_cXWnk?authuser=0&hl=en&rclk=1,KFC SERI IMPIAN KLUANG DT,3.8,(561),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Shell+Simpang+Renggam+DT/data=!4m7!3m6!1s0x31d06301b3e8c88d:0x6f253f0cd5a511e8!8m2!3d1.8216914!4d103.3160294!16s%2Fg%2F11bxfct1fv!19sChIJjcjoswFj0DER6BGl1Qw_JW8?authuser=0&hl=en&rclk=1,KFC Shell Simpang Renggam DT,4.1,(826),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Kluang+1/data=!4m7!3m6!1s0x31d06db656106a2f:0x10aa679ede0eeeb5!8m2!3d2.0324557!4d103.3206725!16s%2Fg%2F1tq4nl_0!19sChIJL2oQVrZt0DERte4O3p5nqhA?authuser=0&hl=en&rclk=1,KFC Kluang 1,4.0,(862),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Kluang+Parade/data=!4m7!3m6!1s0x31d06db11827b787:0x3ee1dc94fc813813!8m2!3d2.0361051!4d103.3204158!16s%2Fg%2F1tx1qqgv!19sChIJh7cnGLFt0DEREziB_JTc4T4?authuser=0&hl=en&rclk=1,KFC Kluang Parade,4.3,(107),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Kluang+2/data=!4m7!3m6!1s0x31d06c2f9b6ffe87:0x314ddab6b199de1f!8m2!3d2.0185086!4d103.3016834!16s%2Fg%2F1hc36xqy_!19sChIJh_5vmy9s0DERH96ZsbbaTTE?authuser=0&hl=en&rclk=1,KFC Kluang 2,3.9,(422),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Kluang+Mall+2/data=!4m7!3m6!1s0x31d06db1d88df135:0x5f8be81e783aadbe!8m2!3d2.0395033!4d103.3207452!16s%2Fg%2F1tdyswgg!19sChIJNfGN2LFt0DERvq06eB7oi18?authuser=0&hl=en&rclk=1,KFC Kluang Mall 2,4.0,(401),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Versis+Kluang/data=!4m7!3m6!1s0x31d06de4f8d5cae5:0x64afef1df9829148!8m2!3d2.0385448!4d103.3221883!16s%2Fg%2F11j3190j89!19sChIJ5crV-ORt0DERSJGC-R3vr2Q?authuser=0&hl=en&rclk=1,KFC Versis Kluang,3.8,(83),Temporarily Closed
Johor,Sembrong,https://www.google.com/maps/place/KFC+Bandar+Baru+Ayer+Hitam+Johor/data=!4m7!3m6!1s0x31d067f1871dbec7:0xc0896fa4ad37094e!8m2!3d1.9218461!4d103.1824661!16s%2Fg%2F11bbrgfbwm!19sChIJx74dh_Fn0DERTgk3raRvicA?authuser=0&hl=en&rclk=1,KFC Bandar Baru Ayer Hitam Johor,4.0,(933),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Bandar+Tenggara/data=!4m7!3m6!1s0x31da814627982785:0x12771ed506831f2e!8m2!3d1.8395606!4d103.6250341!16s%2Fg%2F11bbrkbnyd!19sChIJhSeYJ0aB2jERLh-DBtUedxI?authuser=0&hl=en&rclk=1,KFC Bandar Tenggara,3.8,(829),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Yong+Peng/data=!4m7!3m6!1s0x31d0441e5ab7027d:0xe55caca0e2936a70!8m2!3d2.0113849!4d103.0625547!16s%2Fg%2F12qgzh067!19sChIJfQK3Wh5E0DERcGqT4qCsXOU?authuser=0&hl=en&rclk=1,KFC Yong Peng,3.9,(965),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Seri+Alam+DT/data=!4m7!3m6!1s0x31da6ae736d150f3:0xeee2c1b06b0ba445!8m2!3d1.4967649!4d103.8743343!16s%2Fg%2F11cmqx_20c!19sChIJ81DRNudq2jERRaQLa7DB4u4?authuser=0&hl=en&rclk=1,KFC Seri Alam DT,3.7,"(1,383)",Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Stulang+Laut/data=!4m7!3m6!1s0x31da13264eb07c75:0xe7f5cc4cf3c42a4a!8m2!3d1.4664343!4d103.7788006!16s%2Fg%2F1q62gzw6r!19sChIJdXywTiYT2jERSirE80zM9ec?authuser=0&hl=en&rclk=1,KFC Stulang Laut,4.1,"(3,205)",Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Shell+Parit+Raja/data=!4m7!3m6!1s0x31d059afb16fef4b:0xe876394198a91b22!8m2!3d1.8482056!4d103.0758567!16s%2Fg%2F11g4kwgmw4!19sChIJS-9vsa9Z0DERIhupmEE5dug?authuser=0&hl=en&rclk=1,KFC Shell Parit Raja,3.9,(600),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+Taman+Molek/data=!4m7!3m6!1s0x31da6c4ffd5c832d:0xdba8102b213ee3f4!8m2!3d1.5241243!4d103.7860815!16s%2Fg%2F1hc3hr9wp!19sChIJLYNc_U9s2jER9OM-ISsQqNs?authuser=0&hl=en&rclk=1,KFC Taman Molek,3.6,(618),Operating
Johor,Sembrong,https://www.google.com/maps/place/KFC+JB+Sentral/data=!4m7!3m6!1s0x31da12db520fcb5b:0xf36f2d10ff629680!8m2!3d1.463675!4d103.7640109!16s%2Fg%2F11c67rym0q!19sChIJW8sPUtsS2jERgJZi_xAtb_M?authuser=0&hl=en&rclk=1,KFC JB Sentral,2.6,(258),Operating
