State,Area,Store Name,Rating,Review Count
Selangor,Pandan,KFC Sunway Velocity Mall,2.8,(485)
Selangor,Pandan,KFC Petronas Metramac Cheras DT,3.6,"(1,277)"
Selangor,Pandan,KFC Low Yat Plaza,3.5,(844)
Selangor,Pandan,KFC BANDAR PERMAISURI KL,3.6,"(1,298)"
Selangor,Pandan,KFC Jalan Tun Perak,3.7,(847)
Selangor,Pandan,KFC Pertama Complex,3.8,(678)
Selangor,Pandan,KFC • NU Sentral Mall,2.4,(225)
Selangor,Pandan,KFC Jalan Sultan,3.6,(711)
Selangor,Pandan,KFC,2.2,(152)
Selangor,Pandan,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Pandan,KFC Petron Hulu Langat Drive Thru,3.7,(357)
Selangor,Pandan,KFC MY TOWN MALL,3.3,(458)
Selangor,Pandan,KFC Taman Danau Desa,3.6,(825)
Selangor,Pandan,KFC,3.7,(84)
Selangor,Pandan,KFC Taman Midah HUB,3.4,(108)
Selangor,Pandan,KFC Intermark Mall,3.2,(158)
Selangor,Pandan,"KFC AEON AU2, Setiawangsa",3.5,(213)
Selangor,Pandan,KFC Setiawangsa,3.8,(796)
Selangor,Pandan,KFC Kuchai Lama DT,3.7,"(2,367)"
Selangor,Pandan,KFC,2.6,(356)
Selangor,Pandan,KFC Menara UOA Bangsar,2.6,(117)
Selangor,Pandan,KFC Kuchai Lama DT,3.7,"(2,367)"
Selangor,Pandan,KFC Balakong,3.8,(953)
Selangor,Pandan,KFC • NU Sentral Mall,2.4,(225)
Selangor,Pandan,KFC Taman Danau Desa,3.6,(825)
Selangor,Pandan,KFC,3.7,(84)
Selangor,Pandan,KFC Plaza Giant,4.0,(317)
Selangor,Pandan,KFC,2.6,(356)
Selangor,Pandan,KFC Menara UOA Bangsar,2.6,(117)
Selangor,Pandan,KFC AEON BiG Hussein Onn,3.3,(637)
Selangor,Pandan,KFC DT PETRONAS WANGSA MELAWATI,3.4,(465)
Selangor,Pandan,KFC Genting Klang,3.3,"(1,876)"
Selangor,Pandan,KFC Sentul Perdana,3.4,(603)
Selangor,Pandan,KFC Bandar Sungai Long,3.2,(741)
Selangor,Pandan,KFC Taman Tun Perak,2.7,(145)
Selangor,Pandan,KFC Toll Lebuhraya KL - Seremban,3.9,"(1,694)"
Selangor,Pandan,KFC Aeon Big Wangsa Maju,4.0,"(1,704)"
Selangor,Pandan,KFC Gurney Mall,3.6,(280)
Selangor,Pandan,KFC Taman Melawati,3.7,(509)
Selangor,Pandan,KFC Taman Taming Jaya,3.6,(906)
Selangor,Pandan,KFC Medan Idaman,3.6,"(1,016)"
Selangor,Pandan,KFC Bandar Tasik Selatan • TBS,2.8,(323)
Selangor,Pandan,KFC Medan Niaga Sg Besi,3.7,(837)
Selangor,Pandan,KFC Sunway Metro,2.4,(229)
Selangor,Pandan,KFC Wangsa Maju,3.7,(212)
Selangor,Pandan,KFC Seri Kembangan,3.7,"(1,049)"
Selangor,Pandan,KFC Genting Klang Stealth,3.4,(255)
Selangor,Pandan,KFC Sri Serdang,3.8,"(1,350)"
Selangor,Pandan,KFC Bangsar,3.8,(355)
Selangor,Pandan,"KFC @ Jalan Barat, Petaling Jaya",4.0,"(1,214)"
Selangor,Pandan,KFC TTDI Grove,3.5,"(1,081)"
Selangor,Pandan,KFC Petronas Petaling Utama Drive Thru,3.4,(772)
Selangor,Pandan,KFC Wisma Hualang,3.7,"(1,162)"
Selangor,Pandan,KFC KL Gateway Mall,3.4,(372)
Selangor,Pandan,KFC Shell Bandar Pinggiran Putra DT,3.6,"(1,338)"
Selangor,Pandan,KFC Kota Damansara,3.8,"(1,138)"
Selangor,Pandan,KFC The Mines,2.8,(201)
Selangor,Pandan,KFC Mid Valley Megamall,3.5,(457)
Selangor,Pandan,KFC Sentul Raya,4.0,"(1,185)"
Selangor,Pandan,KFC @ TF Value-Mart Batu Caves,3.0,(257)
Selangor,Pandan,KFC PJ State,3.9,(796)
Selangor,Pandan,KFC • Sri Manja Square,3.5,(868)
Selangor,Pandan,KFC Sungai Chua,3.6,(994)
Selangor,Pandan,KFC @ Seapark,3.6,(851)
Selangor,Pandan,KFC Desa Aman Puri,3.6,(614)
Selangor,Pandan,KFC Damansara Damai,3.6,(835)
Selangor,Hulu Langat,KFC Ampang 2,3.7,"(1,205)"
Selangor,Hulu Langat,KFC Lotus's Ampang,2.7,(202)
Selangor,Hulu Langat,KFC Petron Hulu Langat Drive Thru,3.7,(357)
Selangor,Hulu Langat,KFC Taman Putra,3.8,(909)
Selangor,Hulu Langat,KFC Pandan Indah,3.5,(699)
Selangor,Hulu Langat,KFC Taman Cempaka (Axis Atrium),3.8,(379)
Selangor,Hulu Langat,KFC Ampang Point,3.8,(545)
Selangor,Hulu Langat,KFC AEON BiG Ampang,3.7,(391)
Selangor,Hulu Langat,KFC @ Desa Pandan,4.1,"(1,340)"
Selangor,Hulu Langat,KFC @ Datum Jelatek Shopping Centre,2.5,(115)
Selangor,Hulu Langat,KFC AEON Taman Maluri,2.8,(450)
Selangor,Hulu Langat,KFC Taman Pertama Cheras,3.7,"(1,303)"
Selangor,Hulu Langat,KFC Tun Razak Exchange TRX,3.1,(291)
Selangor,Hulu Langat,KFC Petronas Metramac Cheras DT,3.6,"(1,277)"
Selangor,Hulu Langat,KFC Setiawangsa,3.8,(796)
Selangor,Hulu Langat,KFC Sunway Velocity Mall,2.8,(485)
Selangor,Hulu Langat,KFC Raja Laut,3.9,"(2,346)"
Selangor,Hulu Langat,KFC Balakong,3.8,(953)
Selangor,Bangi,KFC BANGI UTAMA,3.7,(928)
Selangor,Bangi,KFC PKNS Bangi,3.5,(825)
Selangor,Bangi,KFC DE Centrum,3.0,(342)
Selangor,Bangi,KFC Kajang DT,3.6,"(2,593)"
Selangor,Bangi,KFC Bandar Seri Putra Bangi,4.0,(999)
Selangor,Bangi,KFC Southville City,3.3,(95)
Selangor,Puchong,KFC Sri Jati Puchong DT,3.4,"(1,605)"
Selangor,Puchong,KFC,2.6,(356)
Selangor,Puchong,KFC Puchong,3.2,(955)
Selangor,Puchong,KFC,3.4,"(2,427)"
Selangor,Puchong,KFC,3.1,(924)
Selangor,Puchong,KFC Ampang 2,3.7,"(1,205)"
Selangor,Puchong,KFC @Lotus's Puchong,3.2,(689)
Selangor,Puchong,KFC Petronas Puchong Gateway Drive-Thru,3.7,(261)
Selangor,Puchong,KFC Taman Cempaka (Axis Atrium),3.8,(379)
Selangor,Puchong,KFC Pandan Indah,3.5,(699)
Selangor,Puchong,KFC Taman Putra,3.8,(909)
Selangor,Puchong,KFC Lotus's Ampang,2.7,(202)
Selangor,Puchong,KFC Sunway Metro,2.4,(229)
Selangor,Puchong,KFC AEON Taman Maluri,2.8,(450)
Selangor,Puchong,KFC @ Giant Bandar Kinrara,3.0,(486)
Selangor,Puchong,"KFC @ IOI Mall, Puchong",2.6,(173)
Selangor,Subang,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Subang,KFC,2.6,(356)
Selangor,Subang,KFC Sunway Metro,2.4,(229)
Selangor,Subang,KFC SUBANG 2 DT,3.9,"(2,463)"
Selangor,Subang,KFC,3.6,(855)
Selangor,Subang,KFC @ Taipan Business Centre,3.6,(908)
Selangor,Subang,KFC,3.4,"(2,427)"
Selangor,Subang,KFC Summit USJ,3.4,(219)
Selangor,Subang,KFC,3.1,(924)
Selangor,Subang,KFC Alam Megah,3.7,"(1,215)"
Selangor,Subang,KFC AEON Big Subang,3.5,(452)
Selangor,Subang,KFC Petronas Puchong Gateway Drive-Thru,3.7,(261)
Selangor,Subang,KFC Mydin USJ,3.8,(199)
Selangor,Subang,KFC Da Men Mall,2.8,(163)
Selangor,Subang,KFC Edusphere DT,2.8,(831)
Selangor,Subang,KFC Shah Alam Section 7 DT,3.9,"(2,073)"
Selangor,Subang,KFC Petron Setia Alam DT,3.6,(874)
Selangor,Subang,KFC Shell Bandar Pinggiran Putra DT,3.6,"(1,338)"
Selangor,Subang,KFC Sunway Mentari,3.2,(626)
Selangor,Petaling Jaya,KFC Sunway Metro,2.4,(229)
Selangor,Petaling Jaya,"KFC @ Jalan Barat, Petaling Jaya",4.0,"(1,214)"
Selangor,Petaling Jaya,KFC PJ State,3.9,(796)
Selangor,Petaling Jaya,KFC Shell NKVE DT,3.9,(797)
Selangor,Petaling Jaya,KFC Petronas Petaling Utama Drive Thru,3.4,(772)
Selangor,Petaling Jaya,KFC Jalan Universiti DT,3.9,"(3,254)"
Selangor,Petaling Jaya,KFC Kota Damansara DT,3.7,"(1,058)"
Selangor,Petaling Jaya,KFC SS6,3.5,(796)
Selangor,Petaling Jaya,KFC Paradigm Mall PJ,2.0,(253)
Selangor,Petaling Jaya,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Petaling Jaya,KFC VSQ,3.9,(316)
Selangor,Petaling Jaya,KFC Kota Damansara,3.8,"(1,138)"
Selangor,Petaling Jaya,KFC Lotus Ara Damansara,3.3,(383)
Selangor,Petaling Jaya,KFC Sunway Mentari,3.2,(626)
Selangor,Petaling Jaya,KFC @ Seapark,3.6,(851)
Selangor,Petaling Jaya,KFC Sunway Pyramid,3.6,"(1,207)"
Selangor,Petaling Jaya,KFC Centerpoint Bandar Utama,3.7,(486)
Selangor,Petaling Jaya,KFC @ Taipan Business Centre,3.6,(908)
Selangor,Petaling Jaya,KFC Da Men Mall,2.8,(163)
Selangor,Petaling Jaya,KFC Bandar Utama,3.4,(561)
Selangor,Petaling Jaya,KFC • Sri Manja Square,3.5,(868)
Selangor,Petaling Jaya,KFC,2.8,(565)
Selangor,Petaling Jaya,KFC,3.4,(245)
Selangor,Petaling Jaya,KFC @ Giant Kota Damansara,3.3,(183)
Selangor,Petaling Jaya,KFC IOI Mall Damansara,1.8,(122)
Selangor,Petaling Jaya,KFC,3.0,(253)
Selangor,Petaling Jaya,KFC Summit USJ,3.4,(219)
Selangor,Petaling Jaya,KFC,3.6,(855)
Selangor,Petaling Jaya,KFC Sri Jati Puchong DT,3.4,"(1,605)"
Selangor,Petaling Jaya,KFC SUBANG 2 DT,3.9,"(2,463)"
Selangor,Petaling Jaya,KFC Mydin USJ,3.8,(199)
Selangor,Petaling Jaya,KFC AEON Big Subang,3.5,(452)
Selangor,Petaling Jaya,KFC Shah Alam Section2 Drive Thru,3.8,"(1,160)"
Selangor,Petaling Jaya,KFC Shah Alam Section 7 DT,3.9,"(2,073)"
Selangor,Petaling Jaya,KFC Section 20 Shah Alam,3.7,(678)
Selangor,Petaling Jaya,KFC,3.1,(924)
Selangor,Petaling Jaya,KFC MSU SHAH ALAM,1.6,(41)
Selangor,Petaling Jaya,KFC Damansara Damai,3.6,(835)
Selangor,Damansara,KFC Shell NKVE DT,3.9,(797)
Selangor,Damansara,KFC Sunway Metro,2.4,(229)
Selangor,Damansara,KFC Kota Damansara DT,3.7,"(1,058)"
Selangor,Damansara,KFC @ Taipan Business Centre,3.6,(908)
Selangor,Damansara,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Damansara,KFC Lotus Ara Damansara,3.3,(383)
Selangor,Damansara,KFC Summit USJ,3.4,(219)
Selangor,Damansara,KFC Kota Damansara,3.8,"(1,138)"
Selangor,Damansara,KFC,2.8,(565)
Selangor,Damansara,KFC SUBANG 2 DT,3.9,"(2,463)"
Selangor,Damansara,KFC Da Men Mall,2.8,(163)
Selangor,Damansara,KFC SS6,3.5,(796)
Selangor,Damansara,KFC Jalan Universiti DT,3.9,"(3,254)"
Selangor,Damansara,KFC,3.4,(245)
Selangor,Damansara,KFC,3.0,(253)
Selangor,Damansara,KFC Shah Alam Section 7 DT,3.9,"(2,073)"
Selangor,Damansara,KFC @ Giant Kota Damansara,3.3,(183)
Selangor,Damansara,KFC Petronas Petaling Utama Drive Thru,3.4,(772)
Selangor,Damansara,KFC Sunway Pyramid,3.6,"(1,207)"
Selangor,Damansara,KFC,3.6,(855)
Selangor,Damansara,KFC IOI Mall Damansara,1.8,(122)
Selangor,Damansara,KFC Sunway Mentari,3.2,(626)
Selangor,Damansara,KFC Giant Shah Alam,3.1,(115)
Selangor,Damansara,KFC @ Seapark,3.6,(851)
Selangor,Damansara,KFC Shah Alam Section2 Drive Thru,3.8,"(1,160)"
Selangor,Damansara,KFC Section 20 Shah Alam,3.7,(678)
Selangor,Damansara,KFC Sri Jati Puchong DT,3.4,"(1,605)"
Selangor,Damansara,"KFC @ Jalan Barat, Petaling Jaya",4.0,"(1,214)"
Selangor,Damansara,KFC AEON Big Subang,3.5,(452)
Selangor,Damansara,KFC VSQ,3.9,(316)
Selangor,Damansara,KFC Mydin USJ,3.8,(199)
Selangor,Damansara,KFC MSU SHAH ALAM,1.6,(41)
Selangor,Damansara,KFC • Sri Manja Square,3.5,(868)
Selangor,Damansara,KFC Paradigm Mall PJ,2.0,(253)
Selangor,Damansara,KFC Extreme Park S13 Shah Alam,4.0,"(1,617)"
Selangor,Damansara,KFC PJ State,3.9,(796)
Selangor,Damansara,KFC Bandar Utama,3.4,(561)
Selangor,Damansara,KFC AEON Shah Alam,3.7,(488)
Selangor,Damansara,KFC Bandar Sri Damansara,3.5,(955)
Selangor,Damansara,KFC Lotus's Shah Alam,3.7,(151)
Selangor,Damansara,KFC R&R Jejantas Sungai Buloh (KFC OHB Sg Buloh),3.9,"(1,858)"
Selangor,Damansara,KFC Damansara Damai,3.6,(835)
Selangor,Damansara,KFC Shah Alam 1,4.1,(469)
Selangor,Damansara,KFC,2.6,(356)
Selangor,Damansara,I-City Park - KFC,4.0,(638)
Selangor,Damansara,KFC Centerpoint Bandar Utama,3.7,(486)
Selangor,Damansara,KFC,4.0,(968)
Selangor,Damansara,KFC Bukit Jelutong,3.7,(951)
Selangor,Damansara,KFC Denai Alam,3.4,"(1,030)"
Selangor,Sungai Buloh,KFC R&R Jejantas Sungai Buloh (KFC OHB Sg Buloh),3.9,"(1,858)"
Selangor,Sungai Buloh,KFC Sungai Buloh 1,3.7,(451)
Selangor,Sungai Buloh,KFC Bandar Baru Sungai Buloh (Sg Buloh 2),3.8,"(1,169)"
Selangor,Sungai Buloh,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Sungai Buloh,KFC Saujana Utama Sungai Buloh,3.6,"(1,120)"
Selangor,Sungai Buloh,KFC Alam Megah,3.7,"(1,215)"
Selangor,Sungai Buloh,KFC Shell NKVE DT,3.9,(797)
Selangor,Sungai Buloh,KFC SUBANG 2 DT,3.9,"(2,463)"
Selangor,Sungai Buloh,KFC,2.6,(356)
Selangor,Sungai Buloh,KFC,3.1,(924)
Selangor,Sungai Buloh,KFC Kota Damansara DT,3.7,"(1,058)"
Selangor,Sungai Buloh,KFC Sunway Metro,2.4,(229)
Selangor,Sungai Buloh,KFC Saujana Putra,3.8,"(1,152)"
Selangor,Sungai Buloh,KFC Shah Alam Section 7 DT,3.9,"(2,073)"
Selangor,Sungai Buloh,KFC Petron Setia Alam DT,3.6,(874)
Selangor,Sungai Buloh,KFC,3.4,"(2,427)"
Selangor,Sungai Buloh,KFC Shah Alam Section2 Drive Thru,3.8,"(1,160)"
Selangor,Sungai Buloh,KFC DT @ Setia Impian,3.7,"(1,757)"
Selangor,Sungai Buloh,KFC @ Taipan Business Centre,3.6,(908)
Selangor,Sungai Buloh,I-City Park - KFC,4.0,(638)
Selangor,Sungai Buloh,KFC Section 20 Shah Alam,3.7,(678)
Selangor,Sungai Buloh,KFC Caltex Coalfields.,3.7,(753)
Selangor,Shah Alam,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Shah Alam,KFC Shah Alam Section 7 DT,3.9,"(2,073)"
Selangor,Shah Alam,KFC DT @ Setia Impian,3.7,"(1,757)"
Selangor,Shah Alam,KFC Petron Setia Alam DT,3.6,(874)
Selangor,Shah Alam,KFC SUBANG 2 DT,3.9,"(2,463)"
Selangor,Shah Alam,KFC Shah Alam Section2 Drive Thru,3.8,"(1,160)"
Selangor,Shah Alam,KFC Alam Megah,3.7,"(1,215)"
Selangor,Shah Alam,KFC Section 20 Shah Alam,3.7,(678)
Selangor,Shah Alam,KFC Giant Shah Alam,3.1,(115)
Selangor,Shah Alam,KFC Extreme Park S13 Shah Alam,4.0,"(1,617)"
Selangor,Shah Alam,KFC Shah Alam 2,3.6,(895)
Selangor,Shah Alam,KFC AEON Shah Alam,3.7,(488)
Selangor,Shah Alam,I-City Park - KFC,4.0,(638)
Selangor,Shah Alam,KFC Shah Alam 1,4.1,(469)
Selangor,Shah Alam,KFC Bukit Kemuning DriveThru,3.8,"(1,529)"
Selangor,Shah Alam,KFC,2.6,(356)
Selangor,Shah Alam,KFC Taman Sri Muda,3.9,"(1,085)"
Selangor,Shah Alam,KFC MSU SHAH ALAM,1.6,(41)
Selangor,Shah Alam,KFC,3.1,(924)
Selangor,Shah Alam,KFC Lotus's Shah Alam,3.7,(151)
Selangor,Shah Alam,KFC Shell NKVE DT,3.9,(797)
Selangor,Shah Alam,KFC Kota Kemuning,3.7,(929)
Selangor,Shah Alam,KFC Sunway Metro,2.4,(229)
Selangor,Shah Alam,KFC Bukit Raja DT,3.8,(911)
Selangor,Shah Alam,KFC Alam Impian,2.2,(79)
Selangor,Shah Alam,KFC,3.4,"(2,427)"
Selangor,Shah Alam,KFC @ Taipan Business Centre,3.6,(908)
Selangor,Shah Alam,KFC Alam Sentral,3.0,(41)
Selangor,Shah Alam,KFC - Bandar Sentosa,3.6,"(2,186)"
Selangor,Shah Alam,KFC AEON BiG Bukit Rimau,3.4,(372)
Selangor,Shah Alam,KFC Bukit Jelutong,3.7,(951)
Selangor,Shah Alam,KFC R&R Jejantas Sungai Buloh (KFC OHB Sg Buloh),3.9,"(1,858)"
Selangor,Shah Alam,KFC Kota Damansara DT,3.7,"(1,058)"
Selangor,Shah Alam,KFC Summit USJ,3.4,(219)
Selangor,Shah Alam,KFC Sri Jati Puchong DT,3.4,"(1,605)"
Selangor,Shah Alam,KFC Central i-City,2.5,(111)
Selangor,Shah Alam,KFC Denai Alam,3.4,"(1,030)"
Selangor,Shah Alam,KFC AEON Big Subang,3.5,(452)
Selangor,Shah Alam,KFC Edusphere DT,2.8,(831)
Selangor,Shah Alam,KFC Saujana Putra,3.8,"(1,152)"
Selangor,Kapar,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Kapar,KFC Shah Alam Section 7 DT,3.9,"(2,073)"
Selangor,Kapar,KFC DT @ Setia Impian,3.7,"(1,757)"
Selangor,Kapar,KFC Petron Setia Alam DT,3.6,(874)
Selangor,Kapar,KFC SUBANG 2 DT,3.9,"(2,463)"
Selangor,Kapar,KFC Shah Alam Section2 Drive Thru,3.8,"(1,160)"
Selangor,Kapar,KFC Alam Megah,3.7,"(1,215)"
Selangor,Kapar,KFC Section 20 Shah Alam,3.7,(678)
Selangor,Kapar,KFC Giant Shah Alam,3.1,(115)
Selangor,Kapar,KFC Extreme Park S13 Shah Alam,4.0,"(1,617)"
Selangor,Klang,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Klang,KFC - Bandar Sentosa,3.6,"(2,186)"
Selangor,Klang,KFC Bukit Raja DT,3.8,(911)
Selangor,Klang,KFC,2.6,(356)
Selangor,Klang,KFC,3.1,(924)
Selangor,Klang,KFC Sri Jati Puchong DT,3.4,"(1,605)"
Selangor,Klang,KFC Port Klang,3.8,"(1,161)"
Selangor,Klang,KFC,4.1,"(1,291)"
Selangor,Klang,KFC Sunway Metro,2.4,(229)
Selangor,Klang,KFC,3.4,"(2,427)"
Selangor,Kota Raja,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Kota Raja,KFC Bukit Raja DT,3.8,(911)
Selangor,Kota Raja,KFC AEON Mall Bukit Raja,3.8,(187)
Selangor,Kota Raja,KFC - Bandar Sentosa,3.6,"(2,186)"
Selangor,Kota Raja,KFC Port Klang,3.8,"(1,161)"
Selangor,Kota Raja,KFC,3.1,(924)
Selangor,Kota Raja,KFC,2.6,(356)
Selangor,Kota Raja,KFC Sunway Metro,2.4,(229)
Selangor,Kota Raja,KFC DT @ Setia Impian,3.7,"(1,757)"
Selangor,Kota Raja,I-City Park - KFC,4.0,(638)
Selangor,Kuala Langat,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Kuala Langat,KFC,3.1,(924)
Selangor,Kuala Langat,KFC,2.6,(356)
Selangor,Kuala Langat,KFC,3.4,"(2,427)"
Selangor,Kuala Langat,KFC Teluk Panglima Garang,3.8,(941)
Selangor,Kuala Langat,KFC Alam Megah,3.7,"(1,215)"
Selangor,Kuala Langat,KFC - Bandar Sentosa,3.6,"(2,186)"
Selangor,Kuala Langat,KFC Saujana Putra,3.8,"(1,152)"
Selangor,Kuala Langat,KFC Edusphere DT,2.8,(831)
Selangor,Kuala Langat,KFC Bukit Kemuning DriveThru,3.8,"(1,529)"
Selangor,Sepang,KFC Petronas USJ 20 DT,3.9,"(1,347)"
Selangor,Sepang,KFC,3.4,"(2,427)"
Selangor,Sepang,KFC Cyber Valley DT,3.4,"(1,096)"
Selangor,Sepang,KFC Edusphere DT,2.8,(831)
Selangor,Sepang,KFC,2.6,(356)
Selangor,Sepang,KFC,3.1,(924)
Selangor,Sepang,KFC Saujana Putra,3.8,"(1,152)"
Selangor,Sepang,KFC Dengkil,3.7,"(1,473)"
Selangor,Sepang,KFC Bukit Kemuning DriveThru,3.8,"(1,529)"
Selangor,Sepang,KFC - Bandar Sentosa,3.6,"(2,186)"
Terengganu,Besut,KFC Petron Kg Raja Besut,3.8,(706)
Terengganu,Setiu,KFC Setiu,3.7,(624)
Terengganu,Kuala Nerus,KFC Kuala Terengganu 1,3.9,"(1,073)"
Terengganu,Kuala Nerus,KFC Gong Badak Drive Thru,1.0,(1)
Terengganu,Kuala Nerus,KFC Mydin (Cabang Tiga),3.8,(73)
Terengganu,Kuala Nerus,"KFC Paya Keladi, Terengganu",4.0,(599)
Terengganu,Kuala Nerus,KFC Giant Kuala Terengganu,3.7,(62)
Terengganu,Kuala Nerus,KFC KTCC,3.3,(86)
Terengganu,Kuala Nerus,KFC Ajil,3.8,(84)
Terengganu,Kuala Terengganu,KFC Kuala Terengganu 1,3.9,"(1,073)"
Terengganu,Kuala Terengganu,"KFC Paya Keladi, Terengganu",4.0,(599)
Terengganu,Kuala Terengganu,KFC Giant Kuala Terengganu,3.7,(62)
Terengganu,Kuala Terengganu,KFC Gong Badak Drive Thru,1.0,(1)
Terengganu,Kuala Terengganu,KFC Mydin (Cabang Tiga),3.8,(73)
Terengganu,Kuala Terengganu,KFC KTCC,3.3,(86)
Terengganu,Kuala Terengganu,KFC Kuala Berang,3.8,(642)
Terengganu,Kuala Terengganu,KFC Bukit Payong,3.9,(324)
Terengganu,Marang,KFC Marang,3.8,(619)
Terengganu,Hulu Terengganu,KFC Kuala Terengganu 1,3.9,"(1,073)"
Terengganu,Hulu Terengganu,"KFC Paya Keladi, Terengganu",4.0,(599)
Terengganu,Hulu Terengganu,KFC Giant Kuala Terengganu,3.7,(62)
Terengganu,Hulu Terengganu,KFC Kuala Berang,3.8,(642)
Terengganu,Hulu Terengganu,KFC Ajil,3.8,(84)
Terengganu,Hulu Terengganu,KFC Bukit Payong,3.9,(324)
Terengganu,Hulu Terengganu,KFC Mydin (Cabang Tiga),3.8,(73)
Terengganu,Dungun,KFC Petron Dungun Southbound Drivethru,4.3,(108)
Terengganu,Dungun,KFC Dungun,3.8,"(1,088)"
Terengganu,Kemaman,KFC Shell Kemaman DT,2.3,(15)
Terengganu,Kemaman,KFC Shell Kemaman DT,4.0,(162)
Terengganu,Kemaman,KFC Kijal,3.7,(590)
Terengganu,Kemaman,KFC Kemaman,3.7,"(1,052)"
W.P. Kuala Lumpur,Kepong,KFC Kepong 2 Drive Thru,3.5,"(1,877)"
W.P. Kuala Lumpur,Kepong,KFC | ÆON BiG Kepong,3.7,(367)
W.P. Kuala Lumpur,Kepong,KFC AEON Metro Prima Kepong,3.1,(183)
W.P. Kuala Lumpur,Kepong,KFC Lotus's Kepong,3.3,(399)
W.P. Kuala Lumpur,Kepong,KFC Desa Jaya,3.7,(743)
W.P. Kuala Lumpur,Kepong,KFC • NU Sentral Mall,2.4,(225)
W.P. Kuala Lumpur,Kepong,KFC,3.7,"(1,211)"
W.P. Kuala Lumpur,Batu,KFC • NU Sentral Mall,2.4,(225)
W.P. Kuala Lumpur,Batu,KFC Raja Laut,3.9,"(2,346)"
W.P. Kuala Lumpur,Batu,KFC Pertama Complex,3.8,(678)
W.P. Kuala Lumpur,Batu,KFC Bangsar,3.8,(355)
W.P. Kuala Lumpur,Batu,KFC Jalan Sultan,3.6,(711)
W.P. Kuala Lumpur,Batu,KFC Kok Lian,3.6,(591)
W.P. Kuala Lumpur,Batu,KFC Sri Gombak,3.7,"(1,693)"
W.P. Kuala Lumpur,Batu,KFC Kepong 2 Drive Thru,3.5,"(1,877)"
W.P. Kuala Lumpur,Batu,"KFC @ Pavillion, Kuala Lumpur",3.0,"(1,055)"
W.P. Kuala Lumpur,Batu,KFC Sentul Perdana,3.4,(603)
W.P. Kuala Lumpur,Wangsa Maju,KFC Wangsa Maju,3.8,(992)
W.P. Kuala Lumpur,Wangsa Maju,KFC Aeon Big Wangsa Maju,4.0,"(1,704)"
W.P. Kuala Lumpur,Wangsa Maju,KFC Wangsa Maju,3.7,(212)
W.P. Kuala Lumpur,Wangsa Maju,KFC DT PETRONAS WANGSA MELAWATI,3.4,(465)
W.P. Kuala Lumpur,Segambut,KFC,3.7,"(1,211)"
W.P. Kuala Lumpur,Setiawangsa,KFC Setiawangsa,3.8,(796)
W.P. Kuala Lumpur,Setiawangsa,"KFC AEON AU2, Setiawangsa",3.5,(213)
W.P. Kuala Lumpur,Titiwangsa,KFC Raja Laut,3.9,"(2,346)"
W.P. Kuala Lumpur,Titiwangsa,KFC Sentul Raya,4.0,"(1,185)"
W.P. Kuala Lumpur,Titiwangsa,KFC Jalan Tun Perak,3.7,(847)
W.P. Kuala Lumpur,Titiwangsa,KFC Wisma Hualang,3.7,"(1,162)"
W.P. Kuala Lumpur,Titiwangsa,KFC Tun Razak Exchange TRX,3.1,(291)
W.P. Kuala Lumpur,Titiwangsa,KFC Petronas USJ 20 DT,3.9,"(1,347)"
W.P. Kuala Lumpur,Titiwangsa,KFC Pertama Complex,3.8,(678)
W.P. Kuala Lumpur,Titiwangsa,KFC,4.0,(968)
W.P. Kuala Lumpur,Titiwangsa,KFC KL Sentral,2.7,(214)
W.P. Kuala Lumpur,Titiwangsa,KFC SUNWAY PUTRA,2.3,(212)
W.P. Kuala Lumpur,Bukit Bintang,"KFC @ Pavillion, Kuala Lumpur",3.0,"(1,055)"
W.P. Kuala Lumpur,Bukit Bintang,KFC Low Yat Plaza,3.5,(844)
W.P. Kuala Lumpur,Bukit Bintang,KFC Petronas TPM DT,3.4,"(1,308)"
W.P. Kuala Lumpur,Bukit Bintang,KFC Jalan Sultan,3.6,(711)
W.P. Kuala Lumpur,Bukit Bintang,KFC Tun Razak Exchange TRX,3.1,(291)
W.P. Kuala Lumpur,Bukit Bintang,KFC Berjaya Times Square,2.7,(373)
W.P. Kuala Lumpur,Bukit Bintang,KFC Bukit Bintang,3.9,"(4,441)"
W.P. Kuala Lumpur,Bukit Bintang,KFC Bukit Bintang,4.0,(4)
W.P. Kuala Lumpur,Lembah Pantai,KFC Tun Razak Exchange TRX,3.1,(291)
W.P. Kuala Lumpur,Lembah Pantai,"KFC @ Pavillion, Kuala Lumpur",3.0,"(1,055)"
W.P. Kuala Lumpur,Lembah Pantai,KFC Berjaya Times Square,2.7,(373)
W.P. Kuala Lumpur,Lembah Pantai,KFC Low Yat Plaza,3.5,(844)
